filename,category,people,job_title,media_personality
122.txt,entertainment,Norman Cook,DJ,Musician
122.txt,entertainment,Zoe Ball,Radio One presenter,TV/Film Personality
122.txt,entertainment,Dan Peppe,DJ,Musician
122.txt,entertainment,Paul McCartney,Musician,Musician
320.txt,entertainment,Johnny Cash,Singer,Musician
320.txt,entertainment,Tommy Hunter,Musician,Musician
308.txt,entertainment,Audrey Tautou,French actress,TV/Film Personality
308.txt,entertainment,Ron Howard,Director,TV/Film Personality
308.txt,entertainment,Tom Hanks,Actor,TV/Film Personality
308.txt,entertainment,Jean-Pierre Jeunet,Director,TV/Film Personality
308.txt,entertainment,Kate Beckinsale,UK actress,TV/Film Personality
308.txt,entertainment,Vanessa Paradis,Actress,TV/Film Personality
308.txt,entertainment,Juliette Binoche,Actress,TV/Film Personality
309.txt,entertainment,Javier Bardem,Actor,TV/Film Personality
309.txt,entertainment,Annette Bening,Actress,TV/Film Personality
309.txt,entertainment,Ana Geislerova,Actress,TV/Film Personality
309.txt,entertainment,Joel Schumacher,Director,TV/Film Personality
309.txt,entertainment,Wong Kar-Wai,Director,TV/Film Personality
335.txt,entertainment,Robert De Niro,Film star,TV/Film Personality
335.txt,entertainment,Clint Eastwood,Film director,TV/Film Personality
321.txt,entertainment,Keane,Musician,Musician
321.txt,entertainment,Katie Melua,Musician,Musician
321.txt,entertainment,Scissor Sisters,Musician,Musician
321.txt,entertainment,Usher,Musician,Musician
123.txt,entertainment,Brian McFadden,former Westlife singer,Musician
043.txt,entertainment,Spike Lee,Director,TV/Film Personality
043.txt,entertainment,Burt Reynolds,Actor,TV/Film Personality
043.txt,entertainment,Alan Alda,Actor,TV/Film Personality
043.txt,entertainment,Ruby Dee,Actress,TV/Film Personality
043.txt,entertainment,Bill Clinton,Former US President,Politician
043.txt,entertainment,Harry Belafonte,Singer,Musician
043.txt,entertainment,Sidney Poitier,Actor,TV/Film Personality
080.txt,entertainment,Janet Jackson,Singer,Musician
080.txt,entertainment,Justin Timberlake,Singer,Musician
269.txt,entertainment,George Michael,Singer,Musician
241.txt,entertainment,Youssou N'Dour,Senegalese musician,Musician
241.txt,entertainment,Chango Spasiuk,Argentine musician,Musician
241.txt,entertainment,Eliza Carthy,Host,Media Personality
241.txt,entertainment,Benjamin Zephaniah,Host,Media Personality
241.txt,entertainment,Diego El Cigala,Flamenco singer,Musician
255.txt,entertainment,Tom Meighan,Singer,Musician
282.txt,entertainment,50 Cent,US rap star,TV/Film Personality
296.txt,entertainment,Gary Lightbody,Lead singer of Snow Patrol,Musician
292.txt,entertainment,Stephen Daldry,Director,TV/Film Personality
292.txt,entertainment,James Lomas,Actor,TV/Film Personality
292.txt,entertainment,George Maguire,Actor,TV/Film Personality
292.txt,entertainment,Liam Mower,Actor,TV/Film Personality
292.txt,entertainment,Tim Healy,Actor,TV/Film Personality
292.txt,entertainment,Haydn Gwnne,Actor,TV/Film Personality
292.txt,entertainment,Sir Elton John,Music Composer,Musician
292.txt,entertainment,Julie Walters,Actor,TV/Film Personality
279.txt,entertainment,C-Murder,Rapper,Musician
279.txt,entertainment,Beverly Siemssen,President of Victims and Citizens Against Crime,Politician
251.txt,entertainment,Joss Stone,Devon singer,Musician
245.txt,entertainment,Tony Wilson,Music Mogul,TV/Film Personality
245.txt,entertainment,Ian Curtis,Singer,Musician
245.txt,entertainment,Steve Coogan,Actor,TV/Film Personality
084.txt,entertainment,Leonardo DiCaprio,Actor,TV/Film Personality
084.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
084.txt,entertainment,Hilary Swank,Actress,TV/Film Personality
084.txt,entertainment,Kate Winslet,Actress,TV/Film Personality
084.txt,entertainment,Imelda Staunton,Actress,TV/Film Personality
084.txt,entertainment,Sophie Okonedo,Actress,TV/Film Personality
084.txt,entertainment,Martin Scorsese,Director,TV/Film Personality
047.txt,entertainment,Don Cheadle,Actor,TV/Film Personality
047.txt,entertainment,Sophie Okonedo,Actress,TV/Film Personality
133.txt,entertainment,Sir Paul McCartney,Musician,Musician
133.txt,entertainment,Janet Jackson,Musician,Musician
133.txt,entertainment,Fergie,Musician,Musician
133.txt,entertainment,Michael Jackson,Musician,Musician
133.txt,entertainment,Diana Ross,Musician,Musician
133.txt,entertainment,Gloria Estefan,Musician,Musician
133.txt,entertainment,Phil Collins,Musician,Musician
325.txt,entertainment,Annette Bening,Film actress,TV/Film Personality
325.txt,entertainment,Hilary Swank,Actress,TV/Film Personality
325.txt,entertainment,Dan Akroyd,Actor,TV/Film Personality
325.txt,entertainment,John Candy,Actor,TV/Film Personality
325.txt,entertainment,Robert De Niro,Actor,TV/Film Personality
325.txt,entertainment,Harrison Ford,Actor,TV/Film Personality
325.txt,entertainment,Warren Beatty,"Actor, Director",TV/Film Personality
331.txt,entertainment,Andrey Zvyagintsev,Director,TV/Film Personality
331.txt,entertainment,Jonathan Ross,Presenter,TV/Film Personality
331.txt,entertainment,Gillian Anderson,Actress,TV/Film Personality
331.txt,entertainment,Kevin McDonald,Director,TV/Film Personality
330.txt,entertainment,Michael Douglas,"Actor, Co-producer",TV/Film Personality
330.txt,entertainment,Aishwarya Rai,Actress,TV/Film Personality
324.txt,entertainment,Catalina Sandino Moreno,Actress,TV/Film Personality
324.txt,entertainment,Joshua Marston,Director,TV/Film Personality
324.txt,entertainment,Charlize Theron,Actress,TV/Film Personality
324.txt,entertainment,Pedro Almodovar,Director,TV/Film Personality
324.txt,entertainment,Alejandro Amenabar,Director,TV/Film Personality
318.txt,entertainment,Bryan Ferry,Musician,Musician
318.txt,entertainment,Phil Manzerana,Musician,Musician
318.txt,entertainment,Andy Mackay,Musician,Musician
318.txt,entertainment,Paul Thompson,Musician,Musician
318.txt,entertainment,Brian Eno,Musician,Musician
318.txt,entertainment,Morrissey,Musician,Musician
132.txt,entertainment,Andre 3000,Musician,Musician
132.txt,entertainment,Big Boi,Musician,Musician
132.txt,entertainment,G Money,Presenter on BBC's urban music station 1Xtra,TV/Film Personality
052.txt,entertainment,Spike Lee,Film-maker,TV/Film Personality
085.txt,entertainment,Vinod Pande,Director,TV/Film Personality
085.txt,entertainment,Dolphy D'Souza,President of Mumbai's main Catholic organisation,Politician
244.txt,entertainment,James Dean Bradfield,Singer/Guitarist for The Manic Street Preachers,Musician
287.txt,entertainment,Mark Mackie,Director of Regular Music,TV/Film Personality
293.txt,entertainment,Ian Brown,Singer,Musician
291.txt,entertainment,Bruce Springsteen,Singer,Musician
291.txt,entertainment,Bono,Musician,Musician
291.txt,entertainment,The Edge,Musician,Musician
291.txt,entertainment,Adam Clayton,Musician,Musician
291.txt,entertainment,Larry Mullen Jr,Musician,Musician
291.txt,entertainment,Chrissie Hynde,Musician,Musician
291.txt,entertainment,Neil Young,Musician,Musician
291.txt,entertainment,Rod Stewart,Singer,Musician
291.txt,entertainment,Percy Sledge,Singer,Musician
291.txt,entertainment,Justin Timberlake,Singer,Musician
291.txt,entertainment,Bo Diddley,Musician,Musician
291.txt,entertainment,Eric Clapton,Musician,Musician
291.txt,entertainment,Robbie Robertson,Musician,Musician
291.txt,entertainment,BB King,Musician,Musician
291.txt,entertainment,Buddy Guy,Musician,Musician
291.txt,entertainment,Jerry Lee Lewis,Musician,Musician
246.txt,entertainment,Sizzla,Reggae star,TV/Film Personality
093.txt,entertainment,Shogo Tomiyama,Final Wars producer,TV/Film Personality
093.txt,entertainment,Masahiro Matsuoka,Japanese pop star and actor,TV/Film Personality
093.txt,entertainment,Ryuhei Kitamura,Director,TV/Film Personality
044.txt,entertainment,Ossie Davis,"US actor, producer, director, writer, civil rights activist",TV/Film Personality
044.txt,entertainment,Ruby Dee,US actress,TV/Film Personality
050.txt,entertainment,Bruce Willis,Actor,TV/Film Personality
050.txt,entertainment,Antoine Fuqua,Director,TV/Film Personality
050.txt,entertainment,Sean Dudas,Revolution Studios spokesman,Media Personality
130.txt,entertainment,Sir Cliff Richard,Singer,Musician
130.txt,entertainment,Boy George,Singer,Musician
130.txt,entertainment,Ronan Keating,Singer,Musician
130.txt,entertainment,Robin Gibb,Singer,Musician
130.txt,entertainment,Barry Gibb,Singer,Musician
130.txt,entertainment,Jamie Cullum,Singer,Musician
130.txt,entertainment,Chris Rea,Singer,Musician
130.txt,entertainment,Olivia Newton-John,Singer,Musician
130.txt,entertainment,Mike Read,Radio DJ,Musician
124.txt,entertainment,Terry Melcher,Record producer,TV/Film Personality
124.txt,entertainment,Doris Day,Actress,TV/Film Personality
124.txt,entertainment,Ry Cooder,Musician,Musician
124.txt,entertainment,Bruce Johnston,Musician,Musician
124.txt,entertainment,Gram Parsons,Musician,Musician
124.txt,entertainment,Sharon Tate,Actress,TV/Film Personality
327.txt,entertainment,Nicole Kidman,Actress,TV/Film Personality
327.txt,entertainment,Russell Crowe,Actor,TV/Film Personality
333.txt,entertainment,Dougray Scott,Actor,TV/Film Personality
333.txt,entertainment,Clive Owen,Actor,TV/Film Personality
333.txt,entertainment,Ewan McGregor,Actor,TV/Film Personality
333.txt,entertainment,Hugh Jackman,Actor,TV/Film Personality
333.txt,entertainment,Colin Farrell,Actor,TV/Film Personality
333.txt,entertainment,Jude Law,Actor,TV/Film Personality
333.txt,entertainment,Eric Bana,Actor,TV/Film Personality
333.txt,entertainment,Colin Salmon,Actor,TV/Film Personality
333.txt,entertainment,Pierce Brosnan,Actor,TV/Film Personality
131.txt,entertainment,James MacMillan,Classical composer,Musician
051.txt,entertainment,Jamie Foxx,Actor,TV/Film Personality
051.txt,entertainment,Hilary Swank,Actor,TV/Film Personality
051.txt,entertainment,Cate Blanchett,Actor,TV/Film Personality
051.txt,entertainment,Morgan Freeman,Actor,TV/Film Personality
051.txt,entertainment,Clint Eastwood,"Actor, Director",TV/Film Personality
045.txt,entertainment,Gerard Jugnot,Actor,TV/Film Personality
045.txt,entertainment,Gerard Depardieu,Actor,TV/Film Personality
045.txt,entertainment,Jean Reno,Actor,TV/Film Personality
045.txt,entertainment,Audrey Tautou,Actor,TV/Film Personality
079.txt,entertainment,Andrey Zvyagintsev,Director,TV/Film Personality
079.txt,entertainment,Jonathan Ross,Presenter,TV/Film Personality
079.txt,entertainment,Gillian Anderson,Actress,TV/Film Personality
079.txt,entertainment,Kevin McDonald,Director,TV/Film Personality
253.txt,entertainment,Joss Stone,Singer,Musician
253.txt,entertainment,Robbie Williams,Singer,Musician
253.txt,entertainment,Siouxsie Sioux,Singer,Musician
253.txt,entertainment,Gwen Stefani,Singer,Musician
253.txt,entertainment,Will Young,Singer,Musician
253.txt,entertainment,Lemar,Singer,Musician
253.txt,entertainment,Jamelia,Singer,Musician
253.txt,entertainment,Bob Geldof,Musician,Musician
247.txt,entertainment,Britney Spears,Singer,Musician
284.txt,entertainment,JK (Jason King),DJ,Musician
284.txt,entertainment,Joel Ross,DJ,Musician
276.txt,politics,Tony Blair,Former Prime Minister,Politician
276.txt,politics,Gordon Brown,Former Prime Minister,Politician
100.txt,politics,Menzies Campbell,Liberal Democrats' foreign affairs spokesman,Media Personality
316.txt,politics,Tony Blair,Prime Minister,Politician
316.txt,politics,Oliver Letwin,Shadow Chancellor,Politician
316.txt,politics,Oliver Finegold,Jewish reporter,Media Personality
101.txt,politics,Sue Essex,Finance Minister,Politician
101.txt,politics,Gordon Brown,Chancellor,Politician
101.txt,politics,Bob Wellington,WLGA finance spokesman,Media Personality
101.txt,politics,Dai Lloyd,Plaid Cymru's local government spokesman,Media Personality
101.txt,politics,Glyn Davies,Conservative local government spokesman,Media Personality
115.txt,politics,John Thurso,Liberal Democrat transport spokesman,Media Personality
075.txt,politics,Boris Johnson,Tory MP,Politician
075.txt,politics,Tony Blair,Prime Minister,Politician
263.txt,politics,Blair,politician,Politician
263.txt,politics,Brown,politician,Politician
275.txt,politics,Oliver Letwin,Shadow Chancellor,Politician
275.txt,politics,Vince Cable,Lib Dem Treasury spokesman,Media Personality
275.txt,politics,Tony Blair,Prime Minister,Politician
249.txt,politics,Tony Blair,Former Prime Minister,Politician
249.txt,politics,William Hague,Former politician,Politician
249.txt,politics,Charles Kennedy,Former politician,Politician
249.txt,politics,John Major,Former Prime Minister,Politician
103.txt,politics,Margaret Hodge,"Minister for Children, Young People and Families",Politician
103.txt,politics,Robert Tapsfield,Fostering Network executive director,TV/Film Personality
103.txt,politics,Tony Hunter,President of the Association of Directors of Social Services,Politician
301.txt,politics,Gordon Brown,Chancellor,Politician
315.txt,politics,David Willetts,Tory work and pensions spokesman,Media Personality
315.txt,politics,Nigel Waterson,Tory MP,Politician
329.txt,politics,Lynton Crosby,Conservative party campaign director,TV/Film Personality
329.txt,politics,John Howard,Former Prime Minister of Australia,Politician
328.txt,politics,Lord Irvine of Lairg,Lord Chancellor,Politician
328.txt,politics,Tony Blair,former Prime Minister,Politician
328.txt,politics,Michael Mates,Tory MP,Politician
102.txt,politics,Tony Blair,Prime Minister,Politician
102.txt,politics,Mark Oaten,Lib Dem Home Affairs Spokesman,Media Personality
062.txt,politics,Dr Azzam Tamimi,MAB spokesman,Media Personality
062.txt,politics,Oona King,Sitting MP,Politician
274.txt,politics,Gordon Brown,Former British Prime Minister,Politician
258.txt,politics,Tony Blair,Former Prime Minister,Politician
258.txt,politics,Gordon Brown,Former Chancellor of the Exchequer,Politician
258.txt,politics,Paul Flynn,Labour MP,Politician
258.txt,politics,Stephen Pound,Labour MP,Politician
258.txt,politics,Alan Milburn,Former Cabinet Minister,Politician
258.txt,politics,John Prescott,Former Deputy Prime Minister,Politician
270.txt,politics,Oliver Letwin,Shadow Chancellor,Politician
264.txt,politics,Tony Blair,Prime Minister,Politician
264.txt,politics,Gordon Brown,Chancellor,Politician
066.txt,politics,Otis Ferry,"Son of rock star Bryan Ferry, joint leader of the South Shropshire Hunt",TV/Film Personality
112.txt,politics,Tony Blair,Prime Minister,Politician
112.txt,politics,Gordon Brown,Chancellor,Politician
304.txt,politics,Not mentioned,UKIP spokesman,Media Personality
305.txt,politics,Tony Blair,Prime Minister,Politician
305.txt,politics,Alastair Campbell,Former Downing Street media chief,TV/Film Personality
339.txt,politics,Keith Hill,Housing Minister,Politician
113.txt,politics,Stephen Pound,Labour MP,Politician
271.txt,politics,Robert Jackson,Former minister,Politician
259.txt,politics,Martin Bell,former independent MP,Politician
259.txt,politics,Kelvin MacKenzie,former Sun editor,Media Personality
259.txt,politics,John Sergeant,ex-ITN political editor,Media Personality
259.txt,politics,Lorraine Kelly,television host,TV/Film Personality
259.txt,politics,Nicki Chapman,television host,TV/Film Personality
259.txt,politics,Jonathan Maitland,presenter,TV/Film Personality
267.txt,politics,Bill Clinton,politician,Politician
065.txt,politics,Mark Oaten,Liberal Democrats Home Affairs spokesman,Media Personality
065.txt,politics,Kate Allen,Amnesty International UK director,TV/Film Personality
111.txt,politics,Robert Kilroy-Silk,"Ex-BBC chat show host, East Midlands MEP",Media Personality
105.txt,politics,Hazel Blears,Home Office minister,Politician
307.txt,politics,Robert Jackson,Conservative MP and former minister,Politician
307.txt,politics,Tony Blair,Prime Minister,Politician
306.txt,politics,Alastair Campbell,Ex-Downing Street media chief,TV/Film Personality
306.txt,politics,John Prescott,Deputy Prime Minister,Politician
306.txt,politics,Tony Blair,Former Prime Minister,Politician
306.txt,politics,Andrew Gilligan,BBC journalist,Media Personality
312.txt,politics,John Prescott,Deputy Prime Minister,Politician
110.txt,politics,Tony Blair,Former Prime Minister of the UK,Politician
110.txt,politics,Fraser Kemp,Labour's campaign spokesman,Media Personality
064.txt,politics,Tony Blair,Former Prime Minister of the United Kingdom,Politician
215.txt,politics,Des Browne,Immigration Minister,Politician
215.txt,politics,Mark Rimmer,Registrars' spokesman,Media Personality
229.txt,politics,Tony Blair,Prime Minister,Politician
188.txt,politics,Gen Pervez Musharraf,Pakistani president,Politician
188.txt,politics,Tony Blair,Former British Prime Minister,Politician
188.txt,politics,George W Bush,Former President of the United States,Politician
413.txt,politics,Lord Sainsbury,Science Minister,Politician
407.txt,politics,Tony Blair,Prime Minister,Politician
407.txt,politics,Gordon Brown,Chancellor,Politician
349.txt,politics,Gordon Brown,Chancellor,Politician
349.txt,politics,Oliver Letwin,Shadow Chancellor,Politician
349.txt,politics,Vince Cable,Liberal Democrat Shadow Chancellor,Politician
349.txt,politics,Tony Blair,Prime Minister,Politician
348.txt,politics,Tony Blair,Former Prime Minister,Politician
348.txt,politics,George W Bush,Former US President,Politician
406.txt,politics,Gordon Brown,Chancellor of the Exchequer,Politician
406.txt,politics,David Lloyd George,Former Chancellor of the Exchequer,Politician
406.txt,politics,Michael Ancram,Tory spokesman on foreign affairs,Media Personality
406.txt,politics,Tony Blair,Former Prime Minister,Politician
162.txt,politics,Rory O' Neill,Editor of Hazards magazine,Media Personality
176.txt,politics,Yvette Cooper,Housing Minister,Politician
002.txt,politics,Tony Blair,Prime Minister,Politician
228.txt,politics,Oliver Letwin,Former Conservative Party politician,Politician
214.txt,politics,Jean Corston,Labour MP,Politician
028.txt,politics,Mark Oaten,Lib Dem spokesman,Media Personality
174.txt,politics,Jack McConnell,First Minister,Politician
174.txt,politics,Rhona Brankin,Deputy Health Minister,Politician
410.txt,politics,Jonathan Sayeed,Tory MP,Politician
410.txt,politics,Sir Stanley Odell,Constituency association president,Politician
411.txt,politics,Peter Hain,Politician,Politician
411.txt,politics,Tony Blair,Politician,Politician
411.txt,politics,Oliver Letwin,Politician,Politician
411.txt,politics,Ted Heath,Politician,Politician
411.txt,politics,Harold Wilson,Politician,Politician
363.txt,politics,Gordon Brown,Chancellor,Politician
001.txt,politics,Sandra Gidley,Liberal Democrat spokeswoman for women,Media Personality
001.txt,politics,David Frost,Director general of the British Chambers of Commerce,TV/Film Personality
015.txt,politics,Miguel Moratinos,Spanish Foreign Minister,Politician
015.txt,politics,Peter Caruana,Chief Minister of Gibraltar,Politician
015.txt,politics,Dominick Chilcott,Britain's Europe Director,TV/Film Personality
015.txt,politics,Jose Maria Pons,Spain's Director General for Europe,TV/Film Personality
039.txt,politics,Shani Rhys James,Artist,Musician
039.txt,politics,Alun Pugh,Culture Minister,Politician
011.txt,politics,Tony Blair,Prime Minister,Politician
159.txt,politics,Tony Blair,Prime Minister,Politician
159.txt,politics,Simon Hughes,Lib Dem president,Politician
165.txt,politics,Chris Fox,President of the Association of Chief Police Officers,Politician
171.txt,politics,Lord Moynihan,Shadow Sports Minister,Politician
398.txt,politics,Ed Davey,Local government spokesman,Media Personality
401.txt,politics,Tony Blair,Prime Minister,Politician
367.txt,politics,Tony Blair,Former Prime Minister,Politician
367.txt,politics,Fraser Kemp,Labour's campaign spokesman,Media Personality
414.txt,politics,Tony Blair,Prime Minister,Politician
400.txt,politics,Lord Callaghan,Former Labour prime minister,Politician
400.txt,politics,Tony Blair,Prime Minister,Politician
400.txt,politics,Gordon Brown,Chancellor,Politician
366.txt,politics,Gordon Brown,UK Chancellor,Politician
366.txt,politics,Domenico Siniscalco,Italian Finance Minister,Politician
399.txt,politics,Howard Flight,Sacked MP,Politician
164.txt,politics,Jack McConnell,First Minister of Scotland,Politician
158.txt,politics,Gordon Brown,Chancellor,Politician
206.txt,politics,Tony Blair,former Prime Minister,Politician
212.txt,politics,Lynton Crosby,Conservative party campaign director,TV/Film Personality
212.txt,politics,John Howard,Former Prime Minister of Australia,Politician
238.txt,politics,Adam Ingram,Armed Forces Minister,Politician
238.txt,politics,Peter Duncan,Conservative MP,Politician
238.txt,politics,George Foulkes,Labour MP,Politician
204.txt,politics,Cathy Jamieson,Justice Minister,Politician
416.txt,politics,Oliver Letwin,Conservative politician,Politician
416.txt,politics,David Davis,Conservative politician,Politician
416.txt,politics,Theresa May,Conservative politician,Politician
364.txt,politics,Gordon Brown,Chancellor,Politician
417.txt,politics,Tony Blair,Prime Minister,Politician
359.txt,politics,Gordon Brown,Chancellor,Politician
359.txt,politics,Ed Balls,"ex-chief economic adviser to the Treasury, prospective Labour MP",Politician
359.txt,politics,Sir Digby Jones,CBI director general,TV/Film Personality
359.txt,politics,Tony Blair,Prime Minister,Politician
167.txt,politics,John Prescott,Deputy Prime Minister,Politician
167.txt,politics,Caroline Spelman,Conservative local government spokeswoman,Media Personality
173.txt,politics,Kenny MacAskill,Scottish National Party Justice Minister,Politician
198.txt,politics,Tony Blair,Prime Minister,Politician
198.txt,politics,Mark Oaten,Lib Dem Home Affairs spokesman,Media Personality
211.txt,politics,Lord Falconer,Lord Chancellor,Politician
220.txt,politics,Mark Oaten,Liberal Democrat home affairs spokesman,Media Personality
234.txt,politics,Tony Blair,Prime Minister,Politician
234.txt,politics,David Davis,Tory spokesman,Media Personality
234.txt,politics,Mark Oaten,Lib Dem home affairs spokesman,Media Personality
195.txt,politics,Tony Blair,Prime Minister,Politician
181.txt,politics,Tony Blair,Prime Minister,Politician
181.txt,politics,Hugh Robertson,Shadow spokesman for sport,Media Personality
156.txt,politics,David Blunkett,politician,Politician
397.txt,politics,Tony Blair,Former Prime Minister,Politician
383.txt,politics,Margaret Thatcher,Former Prime Minister,Politician
354.txt,politics,Gordon Brown,Chancellor,Politician
354.txt,politics,Oliver Letwin,Tory shadow chancellor,Politician
340.txt,politics,Jacqui Smith,Labour's deputy minister for women,Politician
355.txt,politics,Gordon Brown,Chancellor,Politician
355.txt,politics,Vince Cable,Lib Dem spokesman,Media Personality
382.txt,politics,Des Browne,Home Office Minister,Politician
143.txt,politics,Diane Abbot,Labour MP,Politician
143.txt,politics,Keith Vaz,Labour MP,Politician
143.txt,politics,Paul Boateng,Labour MP,Politician
143.txt,politics,Bernie Grant,Labour MP,Politician
157.txt,politics,Robert Kilroy-Silk,Euro MP,Politician
157.txt,politics,Ruth Kelly,Cabinet Office minister and Bolton West MP,Politician
157.txt,politics,Jonathan Dimbleby,BBC Radio 4 host,Media Personality
194.txt,politics,Cherie Blair,"Lawyer, wife of the Prime Minister",Politician
194.txt,politics,George W Bush,Former President of the United States,Politician
037.txt,politics,David Miliband,Cabinet Office minister,Politician
037.txt,politics,Tony Blair,Former Prime Minister,Politician
037.txt,politics,Gordon Brown,Chancellor,Politician
235.txt,politics,Sandy Walkington,Director of General Election Communications,TV/Film Personality
237.txt,politics,Robert Kilroy-Silk,"Ex-chatshow host, Veritas leader, MEP",Media Personality
009.txt,politics,Alastair Campbell,Ex-No 10 media chief,TV/Film Personality
009.txt,politics,Andrew McFadyen,Newsnight journalist,Media Personality
009.txt,politics,Jeremy Paxman,Newsnight presenter,TV/Film Personality
182.txt,politics,Tony Blair,Former Prime Minister,Politician
182.txt,politics,Mark Oaten,Liberal Democrat home affairs spokesman,Media Personality
141.txt,politics,Tim Yeo,Transport and environment spokesman,Media Personality
141.txt,politics,Mark Oaten,Lib Dem home affairs spokesman,Media Personality
141.txt,politics,Douglas Hogg,Tory ex-minister,Politician
155.txt,politics,President Musharraf,President of Pakistan,Politician
155.txt,politics,Tony Blair,Prime Minister of the United Kingdom,Politician
169.txt,politics,Lembit Opik,Lib Dem MP,Politician
169.txt,politics,Peter Luff,Tory MP,Politician
343.txt,politics,Jack Cunningham,Veteran Labour MP and former Cabinet minister,Politician
343.txt,politics,Jim Callaghan,Former Prime Minister,Politician
343.txt,politics,Tony Blair,Former Prime Minister,Politician
357.txt,politics,Gordon Brown,Former Chancellor of the Exchequer,Politician
357.txt,politics,Nick Raynsford,Local Government Minister,Politician
356.txt,politics,Tony Blair,Prime Minister,Politician
356.txt,politics,Gordon Brown,Chancellor,Politician
356.txt,politics,John Major,Former Prime Minister,Politician
356.txt,politics,Oliver Letwin,Conservative Shadow Chancellor,Politician
395.txt,politics,Tony Blair,Prime Minister,Politician
395.txt,politics,Gordon Brown,Chancellor,Politician
168.txt,politics,Mark Oaten,Liberal Democrat spokesman,Media Personality
154.txt,politics,Oliver Finegold,Reporter,Media Personality
183.txt,politics,Sir Nicholas Scott,Former Northern Ireland minister,Politician
183.txt,politics,Margaret Thatcher,Former Prime Minister,Politician
183.txt,politics,Alan Clark,Former Conservative MP,Politician
008.txt,politics,Yvette Cooper,Labour MP,Politician
008.txt,politics,Barbara Follet,Former Labour MP,Politician
008.txt,politics,Jackie Ballard,Former Liberal Democrat MP,Politician
008.txt,politics,Harriet Harman,Labour MP,Politician
008.txt,politics,Sarah Teather,Liberal Democrat MP,Politician
008.txt,politics,Margaret Moran,MP,Politician
020.txt,politics,Tony Blair,Former Prime Minister of the United Kingdom,Politician
020.txt,politics,Barry Sheerman,Labour MP and Chairman of the Commons education select committee,Politician
034.txt,politics,Tony Blair,Prime Minister,Politician
034.txt,politics,Patrick Mercer,Tory MP,Politician
236.txt,politics,Jack Cunningham,Veteran Labour MP and former Cabinet minister,Politician
236.txt,politics,Jim Callaghan,Former Prime Minister,Politician
236.txt,politics,Tony Blair,Former Prime Minister,Politician
232.txt,politics,Tony Blair,Prime Minister,Politician
232.txt,politics,Oliver Finegold,Journalist,Media Personality
187.txt,politics,Jonathan Lomax,Salvation Army spokesman,Media Personality
144.txt,politics,Quentin Davies,MP for Grantham and Stamford,Politician
150.txt,politics,George Galloway,Ex-Labour MP,Politician
408.txt,politics,Gordon Brown,Politician,Politician
346.txt,politics,Tony Blair,Prime Minister,Politician
352.txt,politics,Tony Blair,Prime Minister,Politician
353.txt,politics,Tony Blair,former Prime Minister,Politician
353.txt,politics,Alastair Campbell,former Downing Street media chief,TV/Film Personality
353.txt,politics,Margaret Thatcher,former Prime Minister,Politician
353.txt,politics,John Major,former Prime Minister,Politician
353.txt,politics,Bill Clinton,former President,Politician
390.txt,politics,Margaret Hodge,Children's Minister,Politician
384.txt,politics,Mark Oaten,Liberal Democrat spokesman,Media Personality
192.txt,politics,Sir Menzies Campbell,Liberal Democrat foreign affairs spokesman,Media Personality
192.txt,politics,Roger Godsiff,Labour MP,Politician
192.txt,politics,Shami Chakrabarti,Director,TV/Film Personality
025.txt,politics,Barbara Roche,former Home Office minister,Politician
019.txt,politics,Jack McConnell,First Minister of Scotland,Politician
019.txt,politics,Hamish MacDonell,Journalist at The Scotsman,Media Personality
219.txt,politics,Cathy Jamieson,Scotland's justice minister,Politician
219.txt,politics,Jack McConnell,First Minister,Politician
027.txt,politics,Tony Blair,Former Prime Minister,Politician
027.txt,politics,Boris Johnson,Conservative MP,Politician
027.txt,politics,Jack Cunningham,Former Labour minister,Politician
153.txt,politics,Tony Blair,Prime Minister,Politician
153.txt,politics,Mark Oaten,Liberal Democrat home affairs spokesman,Media Personality
147.txt,politics,Tony Blair,Prime Minister,Politician
351.txt,politics,Tony Blair,Former Prime Minister,Politician
351.txt,politics,Michael Howard,Politician,Politician
345.txt,politics,Christopher Leslie,Constitutional Affairs Minister,Politician
345.txt,politics,Alex Folkes,Votes at 16 alliance spokesman,Media Personality
345.txt,politics,Edward Turnour,Tory politician,Politician
344.txt,politics,Gordon Brown,Chancellor of the Exchequer,Politician
344.txt,politics,Tony Blair,Prime Minister,Politician
393.txt,politics,David Blunkett,Politician,Politician
393.txt,politics,Boris Johnson,Politician,Politician
393.txt,politics,George Frideric Handel,Composer,Musician
393.txt,politics,David Lloyd George,Politician,Politician
393.txt,politics,Andrew Bonar Law,Politician,Politician
146.txt,politics,Norman Baker,Lib Dem environment spokesman,Media Personality
185.txt,politics,Taha Idris,Director of Swansea Bay Race Equality Council,TV/Film Personality
191.txt,politics,Clare Short,Former Cabinet minister,Politician
191.txt,politics,President Bush,President,Politician
026.txt,politics,Tony Blair,Prime Minister,Politician
026.txt,politics,Bob Geldof,Singer,Musician
280.txt,politics,George W Bush,US President,Politician
280.txt,politics,Tony Blair,Prime Minister,Politician
294.txt,politics,John Prescott,Deputy Prime Minister,Politician
243.txt,politics,Ross Finnie,Fisheries Minister,Politician
041.txt,politics,Beverly Hughes,former Immigration Minister,Politician
069.txt,politics,John Prescott,Deputy Prime Minister,Politician
121.txt,politics,Jane Hutt,Welsh Health Minister,Politician
